ID,Code,Day,Month,Year,Addressed from (Actual) ,Reg. Place written,Reg. Place written city,Reg. Place written country,"Reg. Place written, second city",Autograph or Typed,PhysDes,initialed or signed,phys descr detail,PhysDes notes,leaves,sides,Envelope,Postmark (Actual),Addressed to (Actual),Reg. recipient,Reg place sent,Reg. PlaceSent City,Reg. PlaceSent Country,Additional,Repository,Public?,Collection,Repository information,Second Repository,SECOND PUBLIC?,OwnerRights,PrimaryLang,File,Sender,PlacePrevPubl,Verified
70,SABE 07-12-84 GLMA,7,12,84,Paris,,Paris,France,,A,C,S,,,1,1,E,"7-12-84, Paris","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,"""Les petites métiers de la rue, Marchandes de Lacets""",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
71,SABE 08-07-88 GLMA,8,7,88,Paris,,Paris,France,,A,PC,S,,,1,1,E,"8-7-88, Paris","Gloria MacGowran, 33A Villiers St., London WC2, ANGLETERRE",Gloria MacGowran,33A Villiers Street,London,England,"""View Paris: Ancienne Eglise de la Madeleine""",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
72,SABE 08-08-82 GLMA,8,8,82,Paris,,Paris,France,,A,PC,S,imprinted,,1,1,E,"10-8-82, Paris","Mrs Gloria MacGowran, 615 2nd Avenue, New York, N.Y. 10016, U.S.A.",Gloria MacGowran,615 2nd Avenue,New York,USA,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
73,SABE 09-06-74 GLMA,9,6,74,Paris,,Paris,France,,A,C,S,,,1,2,E,"10-6-74, Paris","Mrs J. MacGowran, 36 Thayer St, London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
74,SABE 09-08-87 GLMA,9,8,87,Paris,,Paris,France,,A,C,S,,,1,1,E,"10-8-87, Paris","Gloria MacGowran, 33A Villiers St., London WC2, ANGLETERRE",Gloria MacGowran,33A Villiers Street,London,England,"""Paris 1900: Rue de Lyon""",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
75,SABE 09-12-63 GLMA,9,12,63,"38 BLD. ST. JACQUES, PARIS 14ME",38 Boulevard Saint-Jacques,Paris,France,,A,C,S,,,1,1,E,19-12-63,GLORIA MACGOWRAN,GLORIA MACGOWRAN,LONDON,,,,University of Texas at Austin,public,BECKETT,"TxU, Beckett Collection, 9.3",,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
76,SABE 09-12-81 GLMA,9,12,81,Paris,,Paris,France,,A,PC,S,imprinted,,1,1,E,"9-12-81, Paris","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, Angleterre",Gloria MacGowran,12 Buckingham Street,London,England,"Imprinted Meilleurs Voeux; ""Jour de fiançailles,"" J. David.",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,Y
77,SABE 10-09-77 GLMA,10,9,77,Berlin,,Berlin,Germany,,A,C,S,,,1,1,,"10-9-77, Berlin","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, England",Gloria MacGowran,12 Buckingham Street,London,England,"""Flora on the Rock,"" Paul Klee (1940)",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
78,SABE 07-12-86 ALMA,7,12,86,,,,,,A,PC,S,,,1,1,E,"8-12-86, Paris","Mr Alan Mandell, 400 South Westgate Ave., Los Angeles, Ca., 90049, U.S.A.",Alan Mandell,400 South Westgate Avenue,Los Angeles,USA,"""Paris 1900: Blanchisseuse à Montmartre près du Sacré-Coeur""","University of California, Los Angeles",public,"Alan Mandell papers, 1950-2012",LSC 2123,Photocopy at University of Reading,public,Beckett,English,MANDELL,Samuel Beckett,,
79,SABE 10-12-87 GLMA,10,12,87,,,[Paris],France,,A,PC,S,,,1,1,E,"10-12-87, Paris","Ms Gloria MacGowran, Tara Hotel, Scarsdale Place, Wright Lane, London W8, ANGLETERRE",Gloria MacGowran,33A Villiers Street,London,England,"""The Adoration of the Shepherds,"" Rembrant. Original address crossed out; forwarded to 33A Villiers St.",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
80,SABE 11-06-83 GLMA,11,6,83,Ussy,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,E,"13-6-83, La Ferté-sous-Jouarre","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,Y
81,SABE 11-08-74 GLMA,11,8,74,Paris,,Paris,France,,A,C,S,,,1,1,E,"13-8-74, La Ferté-sous-Jouarre","Mrs J. MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
82,SABE 11-12-79 GLMA,11,12,79,Paris,,Paris,France,,A,C,S,,,1,1,E,"12-12-, 79, Paris","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
83,SABE 12-05-83 GLMA,12,5,83,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"13-5-83, Paris","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
84,SABE 24-2-85 MALI,24,2,85,PARIS,,Paris,France,,A,C,S,,,1,1,E,"24-2-85, PARIS",MATHIEU LINDON,MATHIEU LINDON,63 RUE DE LYON 75012 PARIS,,,STRIKETHROUGH ENV: C/O EDITIONS DE MINUIT 7 RUE BERNARD-PALISSY 75006 PARIS 7,LINDON,,,,,,Beckett,French,LINDON,Samuel Beckett,,Y
85,SABE 13-04-72 GLMA,13,4,72,PARIS,,Paris,France,,A,L,S,,,1,1,E,13-4-72,GLORIA MACGOWRAN,GLORIA MACGOWRAN,LONDON,,,,University of Texas at Austin,public,BECKETT,"TxU, Beckett Collection, 9.3",,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
86,SABE 13-04-82 GLMA,13,4,82,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"13-4-82, Paris","Ms Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
87,SABE 13-04-83 GLMA,13,4,83,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"14-4-83, Paris","Mrs Jack MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
88,SABE 13-05-75 GLMA,13,5,75,Paris,,Paris,France,,A,C,S,,,1,1,E,"13-5-75, Paris","Mrs Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
89,SABE 13-10-88 GLMA,13,10,88,Paris,,Paris,France,,A,C,S,,,1,1,E,"14-10-88, Paris","Gloria MacGowran, 33A Villiers St., London WC2, ANGLETERRE",Gloria MacGowran,33A Villiers Street,London,England,"""Paris 1900: La Place de l'Opéra""",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
90,SABE 14-02-81 GLMA,14,2,81,Paris,,Paris,France,,A,PC,S,,,1,1,E,"14-02-81, Paris","Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
91,SABE 14-12-74 GLMA,14,12,74,Paris,,Paris,France,,A,C,S,,,1,1,E,uncancelled,"Mrs J. MacGowran, 36 Thayer St, London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,"""Triofo di S. Giorgio"", Vittpre Carpaccio, 1465-1525/6",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
92,SABE 15-10-75 GLMA,15,10,75,Paris,,Paris,France,,A,PC,S,,,1,1,E,"15-10-75, Paris","Mrs Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
93,SABE 11-12-84 MALE,11,12,84,,,,,,A,C,S,,,1,1,E,11/12/84,MARION LEIGH,MARION LEIGH,144 BLD MONTPARNASSE 75014,,,,Trinity College Dublin,public,MS 11315,TCD MS 11315/16,,,Beckett,English,LEIGH,Samuel Beckett,,
94,SABE 15-12-63 GLMA,15,12,63,PARIS,,Paris,France,,A,L,S,,,1,1,E,16-12-63,GLORIA MACGOWRAN,GLORIA MACGOWRAN,LONDON,,,,University of Texas at Austin,public,BECKETT,"TxU, Beckett Collection, 9.3",,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
95,SABE 16-11-87 GLMA,16,11,87,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"16-11-87, Paris","Ms Gloria MacGowran, The London Tara Hotel, Scarsdale Place, Kensington, London W85 SR, ANGLETERRE",Gloria MacGowran,Tara Hotel,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
96,SABE 17-06-82 GLMA,17,6,82,Paris,,Paris,France,,A,C,S,,,1,1,E,"17-6-82, Paris","Mrs Gloria MacGowran, 12 Buckingham St, London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
97,SABE 17-12-83 GLMA,17,12,83,Paris,,Paris,France,,A,C,S,,,1,1,E,"17-12-83, Paris","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
98,SABE 18-03-74 GLMA,18,3,74,Ussy,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,E,"18-3-74, La Ferté-sous-Jouarre","Mrs J. MacGowran, 36 Thayer St, London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
99,SABE 19-03-87 GLMA,19,3,87,Paris,,Paris,France,,A,C,S,imprinted,,1,1,E,"19-3-87, Paris","Ms. Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
100,SABE 19-07-84 GLMA,19,7,84,Ussy,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"19-7-84, La Ferté-sous-Jouarre","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,"""Paris 1900: Entrée de la Gare St. Lazare""",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
101,SABE 19-11-71 GLMA,19,11,71,PARIS,,Paris,France,,A,C,S,,,1,1,E,19-11-71,GLORIA MACGOWRAN,GLORIA MACGOWRAN,LONDON,,,,University of Texas at Austin,public,,,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
102,SABE 20-03-84 GLMA,20,3,84,,,,,,A,PC,S,,,1,1,E,"20-3-84, Paris","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,"""Le petits métiers de la rue: Marchand d'abat-jour""",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
103,SABE 20-08-89 GLMA,20,8,89,Paris,,Paris,France,,A,PC,S,imprinted,,1,1,,,,Gloria MacGowran,,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
104,SABE 20-12-76 GLMA,20,12,76,"Hyde Park Hotel, London",Hyde Park Hotel,London,England,,A,C,S,,,1,1,E,,Ms. Gloria MacGowran,Gloria MacGowran,,London,England,Hand delivered. Letterhead Hyde Park Hotel.,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
105,SABE 21-12-60 GLMA,21,12,60,PARIS,,Paris,France,,A,C,S,,,1,1,,,GLORIA MACGOWRAN,GLORIA MACGOWRAN,LONDON,,,,University of Texas at Austin,public,BECKETT,"TxU, Beckett Collection, 9.3",,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
106,SABE 21-05-76 GLMA,21,5,76,London,,London,England,,A,L,S,,,1,1,E,"21-5-76, London","Mrs MacGowran, 36 Thayer St., London",Gloria MacGowran,36 Thayer Street,London,England,Evelope verso imprinted Hyde Park Hotel,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
107,SABE 21-10-71 GLMA,21,10,71,"SELMUN, MALTA",,Selmun,Malta,,A,PC,S,,,1,1,E,ILLEG,GLORIA MACGOWRAN,GLORIA MACGOWRAN,LONDON,,,,University of Texas at Austin,public,,,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
108,SABE 21-10-82 GLMA,21,10,82,Paris,,Paris,France,,A,C,S,,,1,1,E,"21-10-82, Paris","Mrs Gloria MacGowran, 615 2nd Avenue, New York, N.Y. 10016, U.S.A.",Gloria MacGowran,615 2nd Avenue,New York,USA,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
109,SABE 22-01-74 GLMA,22,1,74,Paris,,Paris,France,,A,C,S,,,1,1,E,"22-1-74, Paris","Mrs Gloria MacGowran, 36 Thayer St, London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
110,SABE 22-03-74 GLMA,22,3,74,Paris,,Paris,France,,A,C,S,,,1,1,E,"23-3-74, Paris","Mrs MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
111,SABE 22-10-83 GLMA,22,10,83,Paris,,Paris,France,,A,C,S,,,1,1,E,"22-10-83, Paris","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
112,SABE 24-01-84 GLMA,24,1,84,Paris,,Paris,France,,A,C,S,,,1,1,E,"24-1-84, Paris","Mrs. Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
113,SABE 24-03-75 GLMA,24,3,75,Paris,,Paris,France,,A,C,S,,,1,1,E,"24-3-75, Paris","Mrs Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
114,SABE 24-08-74 GLMA,24,8,74,Paris,,Paris,France,,A,C,S,,,1,1,,"24-8-74, Paris","Mrs J. MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,"""Spice Vessells"" [Prague and Vienna silversmiths]",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
115,SABE 25-02-74 GLMA,25,2,74,Paris,,Paris,France,,A,PC,S,,,1,1,E,"25-2-74, Paris","Mrs Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
116,SABE 26-09-75 GLMA,26,9,75,Paris,,Paris,France,,A,C,S,,,1,2,E,"26-09-75, Paris","Mrs Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
117,SABE 27-11-81 GLMA,27,11,81,Ussy,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"30-11-81, La Ferté-sous-Jouarre","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
118,SABE 28-01-74 GLMA,28,1,74,Paris,,Paris,France,,A,C,S,,,1,1,E,"28-1-74, Paris","Mrs Gloria MacGowran, 36 Thayer St, London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
119,SABE 28-07-76 GLMA,28,7,76,Ussy,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"29-7-76, La Ferté-sous-Jouarre","Mrs Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
120,SABE 28-08-87 GLMA,28,8,87,Paris,,Paris,France,,A,C,S,envelope only,,,,E,"28-8-87, Paris","Gloria MacGowran, 33A Villiers St., London WC2, ANGLETERRE",Gloria MacGowran,33A Villiers Street,London,England,"Linked to ACS that we identify as 20-08-89, due to handwriting and style of imprinted notecard.",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
121,SABE 28-09-83 GLMA,28,9,83,Ussy,,Ussy-sur-Marne,France,,,Envelope,,,,1,1,E,"28-9-83, La Ferté-sous-Jouarre","Mrs. Gloria MacGowran, 12 Buckingham St., London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
122,SABE 28-11-80 GLMA,28,11,80,Paris,,Paris,France,,A,C,S,,,1,2,E,"28-11-80, Paris","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, Angleterre",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
123,SABE 29-01-76 GLMA,29,1,76,Tangier,,Tangier,Morocco,,A,C,S,,,1,1,,"31-1-76, Tanger","Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,"""Tanger: Ariel View over the Harbour""",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
124,SABE 29-10-87 GLMA,29,10,87,Paris,,Paris,France,,A,PC,S,,,1,1,E,"29-10-87, Paris","Ms Gloria MacGowran, Tara Hotel, Scarsdale Place, Wright Lane, London W8, ANGLETERRE",Gloria MacGowran,Tara Hotel,London,England,"""Biplan Dunne""",Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,
125,SABE 29-11-75 GLMA,29,11,75,Ussy,,Ussy-sur-Marne,France,,A,PC,S,,,1,1,E,"2-12-75, La Ferté-sous-Jouarre","Mrs Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,Y
126,SABE 14-03-80 CHRI,14,3,80,PARIS,,Paris,France,,A,C,S,,,1,1,E,15-3-80,CHRISTOPHER RICKS,CHRISTOPHER RICKS,"CHRIST'S COLLEGE, UNIVERSITY OF CAMBRIDGE, CAMBRIDGE CBU 3BU, ANG",,,IMPRINTED,RICKS,private,,,,,Beckett,English,RICKS,Samuel Beckett,,Y
127,SABE 31-01-76 GLMA,31,1,76,Tangier,,Tangier,Morocco,,A,C,S,,,1,1,E,"31-1-76, Tanger","Mrs Gloria MacGowran, 36 Thayer St., London W.1, Angleterre",Gloria MacGowran,36 Thayer Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,Y
128,SABE 31-12-79 GLMA,31,12,79,,,,,,A,C,S,,,1,1,E,"2-1-80, Paris","Gloria MacGowran, 12 Buckingham St, London WC2, ANGLETERRE",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,Y
129,SABE 31-12-82 GLMA,31,12,82,Ussy,,Ussy-sur-Marne,France,,A,C,S,,,1,1,E,"1-1-83, La Ferté-sous-Jouarre","Mrs Gloria MacGowran, 12 Buckingham St., London WC2, Angleterre",Gloria MacGowran,12 Buckingham Street,London,England,,Dartmouth College,public,Samuel Beckett papers,MSS 122,,,Beckett,English,MACGOWRAN G,Samuel Beckett,,Y
130,SABE ND[30-01-70] GLMA,30,1,70,PARIS,,Paris,France,,A,C,S,,,1,1,E,30-1-70,GLORIA MACGOWRAN,GLORIA MACGOWRAN,LONDON,,,,University of Texas at Austin,public,BECKETT,"TxU, Beckett Collection, 9.3",,,Beckett,English,MACGOWRAN G,Samuel Beckett,,Y
132,SABE [06-11-84] GRMA,6,11,84,,,,,,,Envelope,,,,,,E,6/11/84,GRACE MAGAN BOUTON,GRACE MAGAN BOUTON,"2019 R. ST. NW, WASHINGTON, DC 20010",,,ENV ONLY,IMEC (l’Institut Mémoires de l’édition contemporaine),public,MINUIT,IMEC-Institut Mémoires de L'Edition Contemporaine MINUIT BOX 9 SB CORR 1984,,,Beckett,English,MAGAN,Samuel Beckett,,Y
133,SABE 09-07-85 SHLE,9,7,85,PARIS,,Paris,France,,A,C,S,,,1,1,,,SHIMON LEVY,SHIMON LEVY,,,,IMPRINTED,SHIMON LEVY,private,,,,,Beckett,English,LEVY SH,Samuel Beckett,,Y
139,SABE 01-07-58 JUMA,1,7,58,"6 Rue des Favorites, Paris 15me",6 Rue des Favorites,Paris,France,,A,L,S,,,1,1,E,1/7/58,Juliet Maguinness,Juliet Maguinness,"Reid Hall, 4 Rue de Chevreuse",Paris,France,pneumatique,University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
140,SABE 01-08-58 JUMA,1,8,58,Paris,,Paris,France,,A,PC,S,,,1,1,,1/8/58,"Juliet Maguinness, Chez/ Mme Bousquet/32ancien Chemin/? Castelman/montpellier/adraul",Juliet Maguinness,32 Ancien Chemin de Montpellier?,Grabels?,France,"p.breugel, the battle israelites and the philistines",University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
141,SABE 01-09-68 JUMA,1,9,68,"Porto Santo, Madeira",Porto Santo,Madeira,Portugal,,A,PC,S,,,1,1,,ILLEG,Juliet Maguinness,Juliet Maguinness,"12/66 Shepherds Hill, Highgate",London,England,"porto santo: colombo's house, top margin par aviao",University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
142,SABE 08-02-83 JUMA,8,2,83,Paris,,Paris,France,,A,C,S,,,1,1,E,9/2/83,Juliet Maguinness,Juliet Maguinness,"12/66 Shepherds Hill, Highgate",London,England,imprinted,University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
143,SABE 11-07-83 JUMA,11,7,83,Paris,,Paris,France,,A,C,S,,,1,1,E,12/7/83,Juliet Maguinness,Juliet Maguinness,Soeurs Fideles Compagnes de Jesus,Paris,France,imprinted,University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
144,SABE 14-11-77 JUMA,14,11,77,Paris,,Paris,France,,A,C,S,,,1,1,E,14-11-77,Juliet Maguinness,Juliet Maguinness,"25 Hillway, Highgate",London,England,,University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
145,SABE 17-12-70 JUMA,17,12,70,Paris,,Paris,France,,A,C,S,,,1,2,E,17-12-70,Juliet Maguinness,Juliet Maguinness,"12/66 Shepherds Hill, Highgate",London,England,,University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
146,SABE 21-06-58 JUMA,21,6,58,Ussy sur Marne,,Ussy-sur-Marne,France,,T,L,S,,,1,1,E,23-6-58,Juliet Maguinness,Juliet Maguinness,"Reid Hall, 4 Rue de Chevreuse",Paris,France,encl/card la closerie des,University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
147,SABE 24-09-72 JUMA,24,9,72,Malta,,,Malta,,A,PC,S,,,1,1,,9-26-??,Juliet Maguinness,Juliet Maguinness,,London,,an aerial view of manoel island,University of Reading,public,Samuel Beckett Archives,"uor-samuel beckett archives, reading university, england",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
148,SABE ND[28-08-64] JUMA,28,8,64,"38 Boulevard Saint Jacques, Paris, 14me",38 Boulevard Saint-Jacques,Paris,France,,A,L,S,,,1,1,E,28-8-64,Juliet Maguinness,Juliet Maguinness,"College Franco-Britannique, 8 Boulevard Jourdan",Paris,France,forwarded,University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS J,Samuel Beckett,,Y
150,SABE [13-08-60] STMA,13,8,60,"6 Rue des Favorites, Paris 15me",6 Rue des Favorites,Paris,France,,,Envelope,,,,,,E,13-8-60,Stuart Maguinness,Stuart Maguinness,"25 Hillway, Highgate",London,England,envelope only encl./book,University of Reading,public,Beckett International Foundation,"uor, bif, ms 4199/1",,,Beckett,English,MAGUINNESS S,Samuel Beckett,,Y
